Zipcode,Address,Population_x,Median Age,Household Income,Per Capita Income,Poverty Rate,Lat,Lng,Bank Count,Population_y,Unemployment Rate
94539,"Fremont, CA 94539, USA",51494,41.2,143949,50701,3.625665126,37.5148444,-121.9131761,57,52354.0,2.1106314703747566
52533,"Batavia, IA 52533, USA",1626,42.6,49938,21050,7.626076261,41.0393072,-92.1646722,0,1651.0,2.483343428225318
12456,"Mt Marion, NY 12456, USA",707,37.5,48993,17639,2.121640736,42.0344874,-73.9976946,12,840.0,8.333333333333334
48191,"Willis, MI 48191, USA",3736,41.8,72204,25659,10.59957173,42.1247778,-83.5603112,0,4021.0,2.561551852772942
13402,"Madison, NY 13402, USA",1587,46.4,43387,19660,22.0541903,42.8958176,-75.5160235,4,1979.0,1.4653865588681152
21061,"Glen Burnie, MD 21061, USA",53491,36,60430,29841,10.73077714,39.1511679,-76.6239423,68,53584.0,4.029187817258883
7724,"Eatontown, NJ 07724, USA",21758,41.7,78064,39958,6.135674235,31.8704128,-85.9890392,3,,
97022,"Eagle Creek, OR 97022, USA",3208,43.9,66927,24343,10.28678304,45.3551259,-122.3293482,8,3698.0,1.568415359653867
38049,"Mason, TN 38049, USA",4572,36.2,32386,24972,20.8223972,35.3676615,-89.5308903,0,4150.0,6.337349397590361
27262,"High Point, NC 27262, USA",24635,38.5,39867,22889,21.29490562,35.9679365,-80.0423151,31,24252.0,3.991423387761834
53588,"Spring Green, WI 53588, USA",3831,44.8,58086,29862,9.814669799,43.2133937,-90.1120696,6,3978.0,1.1814982403217698
79021,"Cotton Center, TX 79021, USA",104,26.5,56250,17961,25.96153846,33.9500835,-102.0004411,0,142.0,0.704225352112676
68930,"Blue Hill, NE 68930, USA",1430,44.7,44643,22939,11.11888112,40.2860295,-98.4403573,1,1453.0,1.307639366827254
17774,"Unityville, PA 17774, USA",1261,35.7,45795,20033,13.79857256,41.2642364,-76.5257007,0,1355.0,3.690036900369004
92543,"Hemet, CA 92543, USA",34406,36.5,26909,14425,30.7795152,33.6991526,-116.9793554,26,37825.0,7.37871777924653
12804,"Queensbury, NY 12804, USA",26308,44.6,60152,32970,9.14550707,43.3228611,-73.7242486,31,26381.0,2.005231037489102
69334,"Bayard, NE 69334, USA",2305,46.5,43575,21241,12.10412148,41.813568,-103.3125299,1,2062.0,0.48496605237633367
55063,"Pine City, MN 55063, USA",9171,43.2,47556,22709,13.60811253,45.8232502,-92.9703854,6,9386.0,2.567653952695504
56529,"Dilworth, MN 56529, USA",4047,32.2,46116,21554,16.48134421,46.8772685,-96.6962754,31,4293.0,0.7221057535522944
36370,"Pansey, AL 36370, USA",929,43.9,44018,21152,10.33369214,31.1375707,-85.1583064,0,871.0,3.5591274397244548
39180,"Vicksburg, MS 39180, USA",33827,37.1,40661,21209,24.25577202,32.2170441,-90.8675134,1,32840.0,3.215590742996346
78611,"Burnet, TX 78611, USA",13226,44.6,48409,23381,15.18977771,30.7699023,-98.265058,7,13016.0,2.589121081745544
49112,"Edwardsburg, MI 49112, USA",10253,39.5,49712,21768,12.05500829,41.7917622,-86.0325629,7,10011.0,2.3574068524622915
57785,"Sturgis, SD 57785, USA",9276,45.9,38638,24036,14.80163864,44.4154703,-103.5090025,5,9383.0,0.34104231056165407
10984,"Thiells, NY 10984, USA",3317,42.5,112016,39093,0.452215858,41.2099325,-74.0153231,36,3065.0,4.99184339314845
44708,"Canton, OH 44708, USA",25341,42.8,44731,26042,14.60873683,40.8122437,-81.4388858,104,25558.0,3.92049456138978
35951,"Albertville, AL 35951, USA",12839,35.7,37210,19602,20.91284368,34.3387367,-86.1955169,12,12967.0,1.5655124546926815
57075,"Wentworth, SD 57075, USA",791,52.9,49375,39309,14.41213654,43.9776779,-96.9853474,0,1112.0,1.618705035971223
79416,"Lubbock, TX 79416, USA",32772,26.2,45937,23645,19.80349078,33.6036178,-101.9690458,44,33302.0,2.3151762656897485
16153,"Stoneboro, PA 16153, USA",2686,44.6,50714,22506,15.93447506,41.3229151,-80.0870155,2,2410.0,1.7842323651452283
37923,"Knoxville, TN 37923, USA",27624,37,53893,30167,11.23298581,35.9276062,-84.0854432,95,29454.0,2.828138792693692
12010,"Amsterdam, NY 12010, USA",28802,41.7,44256,25059,17.6098882,42.9297842,-74.1474846,12,28704.0,3.2399665551839463
42717,"Burkesville, KY 42717, USA",6711,43.4,30985,16875,23.31992252,36.7776446,-85.354965,3,6736.0,1.9299287410926367
26202,"Fenwick, WV 26202, USA",762,42.1,49205,17950,3.543307087,38.2251814,-80.621591,1,626.0,0.9584664536741214
33542,"Zephyrhills, FL 33542, USA",21178,54.2,32174,20291,19.20861271,28.2333268,-82.1768018,15,20387.0,3.5856182861627506
63038,"Glencoe, MO 63038, USA",6631,45.5,106513,54149,2.684361333,38.5775338,-90.6867939,14,7260.0,2.4104683195592287
6062,"Plainville, CT 06062, USA",17767,42.4,60630,32531,6.613384364,-31.8872484,115.9054062,110,,
77520,"Baytown, TX 77520, USA",37735,32.1,43409,18650,21.62978667,29.7299827,-94.9870491,21,36694.0,4.940862266310568
76373,"Oklaunion, TX 76373, USA",281,36.4,45948,15359,0,34.1466902,-99.1234795,0,198.0,0.0
12429,"Esopus, NY 12429, USA",273,38.7,114129,43122,0,41.8214302,-73.9624327,9,272.0,6.617647058823529
61606,"Peoria, IL 61606, USA",7989,21.9,35904,17917,30.27913381,40.6974655,-89.6133926,57,7798.0,2.256988971531162
26807,"Franklin, WV 26807, USA",2886,45.6,36550,20860,18.19126819,38.6518998,-79.4028639,3,2579.0,1.3958898797983714
60018,"Des Plaines, IL 60018, USA",28749,39.9,54688,25289,11.30821942,42.0144814,-87.8991514,148,30955.0,3.043127120012922
38844,"Gattman, MS 38844, USA",153,58.9,36071,20537,16.99346405,33.8176859,-88.2558525,0,201.0,0.0
23146,"Rockville, VA 23146, USA",3107,47,77207,37414,5.857740586,37.7363302,-77.7223162,2,2979.0,2.1483719368915746
65017,"Brumley, MO 65017, USA",1580,44.2,42083,19123,20.56962025,38.0582333,-92.4801989,1,1047.0,4.871060171919771
30120,"Cartersville, GA 30120, USA",37250,35.9,44141,20678,19.53288591,34.1577811,-84.8776392,12,40598.0,3.224296763387359
49048,"Kalamazoo, MI 49048, USA",25434,34.9,41443,20479,24.02296139,42.2766433,-85.5097226,37,25108.0,4.687748924645532
6019,"Canton, CT 06019, USA",10249,45.1,88281,44781,3.766221095,-31.896864,115.7634366,92,,
73743,"Hillsdale, OK 73743, USA",132,42.5,50000,24770,7.575757576,36.5664065,-97.9933488,0,175.0,8.571428571428571
92252,"Joshua Tree, CA 92252, USA",10047,45,42338,22951,18.77177267,34.193766,-116.2540856,1,9232.0,6.4666377816291165
17214,"Blue Ridge Summit, PA 17214, USA",1158,44.7,52112,29722,8.635578584,39.753684,-77.4730653,5,971.0,5.25231719876416
58647,"New England, ND 58647, USA",1156,47,49375,26557,5.882352941,46.4819779,-102.913013,1,1137.0,1.4072119613016711
98051,"Ravensdale, WA 98051, USA",3852,42.3,77623,32555,6.464174455,47.3298582,-121.8794853,0,3773.0,2.544394381129075
23665,"Hampton, VA 23665, USA",5593,22.2,52313,18789,3.969247273,37.0860239,-76.3579401,32,6367.0,2.151719805245799
59743,"Melrose, MT 59743, USA",159,57.4,39293,27250,20.12578616,45.6898627,-112.6372651,0,115.0,0.0
49036,"Coldwater, MI 49036, USA",23706,41.6,42635,21336,14.79794145,41.9327779,-85.0649071,17,23482.0,1.958947278766715
12759,"Loch Sheldrake, NY 12759, USA",2033,30.1,37902,13996,25.62715199,41.775259,-74.6576091,10,1917.0,7.6160667709963485
79705,"Midland, TX 79705, USA",32784,36.8,68649,38947,8.906783797,32.0688848,-102.0946818,49,39818.0,2.0443015721532976
4637,"Grand Lake Stream, ME 04637, USA",123,65.4,31125,33564,2.43902439,29.3442557,-98.980857,0,,
6883,"Weston, CT 06883, USA",10261,42.5,207262,90552,1.773706266,47.3007799,9.9603249,6,,
35801,"Huntsville, AL 35801, USA",22253,44,59352,41807,8.668494136,34.7364493,-86.5501654,68,23987.0,2.7056322174511194
77378,"Willis, TX 77378, USA",14151,34.7,48136,24117,19.37672249,30.4882668,-95.3311652,0,16150.0,2.086687306501548
63951,"Lowndes, MO 63951, USA",219,48.8,47768,20417,25.11415525,37.0826711,-90.2620042,0,158.0,0.0
47932,"Covington, IN 47932, USA",5381,42.5,53462,26981,8.028247538,40.1366826,-87.4009165,4,4987.0,2.867455383998396
75942,"Doucette, TX 75942, USA",289,38.1,43512,15008,26.29757785,30.8182143,-94.4288102,4,198.0,0.0
2543,"Woods Hole, MA 02543, USA",736,49.7,66250,50348,8.559782609,38.5324071,-82.6953898,38,,
51049,"Quimby, IA 51049, USA",476,47.9,47847,22334,12.39495798,42.6366175,-95.6563119,0,463.0,1.7278617710583153
92115,"San Diego, CA 92115, USA",61084,27.5,41866,21011,25.69576321,32.7612759,-117.0735241,111,65704.0,4.202179471569463
16699,"Cresson, PA 16699, USA",820,34.7,,4506,0,40.46,-78.59,8,497.0,0.0
28529,"Grantsboro, NC 28529, USA",2653,45.1,41858,20985,16.50961176,35.0797761,-76.8836261,0,2097.0,2.7181688125894135
25414,"Charles Town, WV 25414, USA",17147,40.1,72833,32308,11.13897475,39.2536087,-77.8710285,15,17496.0,3.297896662094193
27549,"Louisburg, NC 27549, USA",24784,40.3,36969,20001,18.5321175,36.0730279,-78.2476146,7,24308.0,3.8217870659865065
14113,"North Java, NY 14113, USA",630,45.6,47500,33149,10.31746032,42.6839855,-78.3273245,0,621.0,2.254428341384863
91405,"Van Nuys, CA 91405, USA",54435,32,38847,17645,26.1100395,34.2037124,-118.4571974,175,54770.0,5.5577871097316045
92111,"San Diego, CA 92111, USA",47271,35.9,57350,27391,18.79799454,32.8256427,-117.1558867,139,49467.0,4.3726120443932315
69101,"North Platte, NE 69101, USA",29745,38.4,45156,25867,11.58177845,41.2169959,-100.7548851,2,29324.0,1.5141181284954304
97229,"Portland, OR 97229, USA",59983,37.8,100063,44657,4.851374556,45.5593978,-122.807445,59,65285.0,2.415562533506931
22066,"Great Falls, VA 22066, USA",19475,43.5,214219,89776,1.201540436,39.0188593,-77.3094674,53,18062.0,2.5024914184475695
48084,"Troy, MI 48084, USA",14689,37,84331,44055,5.568792974,42.5586572,-83.1809776,120,15662.0,2.5284127186821608
35907,"Gadsden, AL 35907, USA",8339,40.7,70147,26791,5.144501739,33.8890435,-86.0325629,4,8497.0,0.8591267506178651
37743,"Greeneville, TN 37743, USA",26696,44.8,34855,19552,21.76730596,36.0941226,-82.8640623,3,25782.0,3.0331238848809248
730,"Ponce, 00730, Puerto Rico",37931,37,16259,9768,50.79486436,45.9145209,-119.279444,5,,
57725,"Caputa, SD 57725, USA",110,66.6,57841,21549,16.36363636,43.9365164,-102.8514837,0,180.0,5.0
76310,"Wichita Falls, TX 76310, USA",18492,37.2,63646,27924,10.19900498,33.7928627,-98.5062007,7,17720.0,1.2923250564334086
59542,"Turner, MT 59542, USA",262,34,33214,17982,13.74045802,48.8372286,-108.3120579,0,145.0,2.7586206896551726
76135,"Fort Worth, TX 76135, USA",20550,39.8,52945,27715,13.94160584,32.8447037,-97.4705935,12,23845.0,2.4994757810861814
13637,"Evans Mills, NY 13637, USA",4270,28.4,55104,23870,18.64168618,44.0963283,-75.8301537,3,4281.0,2.4059799112356925
37345,"Huntland, TN 37345, USA",2155,46,38688,20549,15.68445476,35.046689,-86.2361744,1,2462.0,4.71161657189277
63030,"Fletcher, MO 63030, USA",315,41,49441,22871,7.936507937,38.1348152,-90.7437761,0,223.0,4.0358744394618835
26574,"Grant Town, WV 26574, USA",553,40.9,44038,21078,21.15732369,39.5562628,-80.1777417,3,620.0,4.354838709677419
33559,"Lutz, FL 33559, USA",16952,34.4,55643,27345,11.43817839,28.1537767,-82.4156829,53,17480.0,4.067505720823799
27822,"Elm City, NC 27822, USA",8082,43.6,46250,21943,18.70824053,35.7978006,-77.8595963,7,8508.0,2.209685002350729
69130,"Cozad, NE 69130, USA",5411,41.6,46899,21825,12.84420625,40.8911427,-99.9465077,4,5199.0,0.9617234083477592
46996,"Winamac, IN 46996, USA",7358,40.1,45412,20784,16.5941832,41.0326638,-86.7013894,1,6456.0,2.9584882280049567
12464,"Phoenicia, NY 12464, USA",935,58.1,49911,37118,3.636363636,42.0748618,-74.3352858,2,790.0,3.037974683544304
59453,"Judith Gap, MT 59453, USA",337,42.4,38750,20918,10.08902077,46.6266707,-109.7628306,0,309.0,0.0
72347,"Hickory Ridge, AR 72347, USA",689,45.3,31471,19479,15.38461538,35.364439,-91.0011902,1,683.0,2.049780380673499
13312,"Brantingham, NY 13312, USA",320,56.1,41250,30699,14.6875,43.7127771,-75.1778853,0,424.0,2.1226415094339623
41046,"Glencoe, KY 41046, USA",1991,24,37585,13209,27.22250126,38.7099232,-84.7889907,0,1328.0,2.108433734939759
29834,"Langley, SC 29834, USA",1344,38.9,32375,16178,20.83333333,33.5199743,-81.8422446,9,1419.0,8.315715292459478
83634,"Kuna, ID 83634, USA",25875,31,59221,16711,16.45217391,43.4356614,-116.2605101,0,27846.0,1.5406162464985995
68005,"Bellevue, NE 68005, USA",24163,34.2,53794,25101,13.99246782,41.1596468,-95.9092754,32,22905.0,3.470857891290111
11722,"Central Islip, NY 11722, USA",38241,33.1,67023,21935,10.82869172,40.7881249,-73.1939612,114,34123.0,2.7723236526682884
48659,"Sterling, MI 48659, USA",2781,43.1,44315,19879,12.54944265,44.1093153,-83.9955879,0,2828.0,3.5714285714285716
55342,"Hector, MN 55342, USA",2065,42.2,55982,26832,7.89346247,44.7137564,-94.7691586,1,1804.0,1.7738359201773837
28395,"Wade, NC 28395, USA",1953,39.5,39813,23319,18.02355351,35.1401497,-78.7589558,1,2313.0,8.214440121054906
79703,"Midland, TX 79703, USA",21214,30.5,57842,23946,8.80079193,31.9810423,-102.1346874,79,23083.0,1.4859420352640471
58075,"Wahpeton, ND 58075, USA",9028,35.9,51179,27588,12.72707133,46.2817215,-96.6992778,11,9237.0,1.6022518133593158
33025,"Hollywood, FL 33025, USA",57766,32.9,51822,23660,12.01398747,25.9906428,-80.2793593,112,68450.0,3.427319211102995
47367,"Oakville, IN 47367, USA",123,39.8,41250,16255,0,40.0775267,-85.3917599,0,26.0,0.0
13335,"Edmeston, NY 13335, USA",1721,41.4,52083,22636,12.66705404,42.7015231,-75.2712393,1,1488.0,1.814516129032258
19076,"Prospect Park, PA 19076, USA",6606,36.2,67727,26908,10.44504995,39.885086,-75.3091483,144,6545.0,3.8502673796791442
68147,"Bellevue, NE 68147, USA",10339,33,53997,22024,17.55488925,41.1775208,-95.9515399,61,10926.0,4.274208310452132
84764,"Bryce, UT 84764, USA",163,27,38750,19698,24.5398773,37.6215335,-112.1549442,1,254.0,0.0
38229,"Gleason, TN 38229, USA",2948,43.5,36800,19886,17.33378562,36.2334,-88.6144839,2,2796.0,2.1816881258941345
70748,"Jackson, LA 70748, USA",6440,43,41489,17350,17.14285714,30.8328549,-91.2025207,2,7153.0,1.398014818957081
97711,"Ashwood, OR 97711, USA",123,34.5,27188,12480,41.46341463,44.7135374,-120.6149684,0,55.0,0.0
50315,"Des Moines, IA 50315, USA",35873,34.4,41793,20989,16.15421069,41.5346558,-93.6116494,55,35051.0,3.206755870017974
23228,"Henrico, VA 23228, USA",33844,35.1,44224,23998,15.56258126,37.6164453,-77.4816693,115,36423.0,4.022183784971035
32535,"Century, FL 32535, USA",6015,37.8,34107,13066,14.28096426,30.9724762,-87.3711477,0,5523.0,3.784175267065001
49893,"Wallace, MI 49893, USA",2008,47.9,59696,27882,8.964143426,45.2932752,-87.6120353,0,1541.0,1.8170019467878
38504,"Allardt, TN 38504, USA",1167,38.6,46786,19634,9.340188518,36.3966879,-84.7420032,0,848.0,1.8867924528301887
5483,"Sheldon, VT 05483, USA",1481,35.9,65039,24743,7.494935854,46.7387124,-92.2849525,2,,
93954,"San Lucas, CA 93954, USA",222,31.8,39167,12520,40.54054054,36.1184726,-120.9589496,0,346.0,6.936416184971098
13635,"Edwards, NY 13635, USA",837,46,33194,21320,17.68219833,44.2825835,-75.2452318,0,1079.0,6.950880444856349
3048,"Greenville, NH 03048, USA",3513,43.6,62321,28864,11.07315685,32.4402155,-91.7290464,5,,
17097,"Wiconisco, PA 17097, USA",746,44.6,49904,25655,6.702412869,40.572085,-76.6860267,3,756.0,1.0582010582010581
22027,"Dunn Loring, VA 22027, USA",2567,44.9,187768,61580,4.830541488,38.8934705,-77.2203966,196,2470.0,5.5465587044534415
97146,"Warrenton, OR 97146, USA",5795,40.1,41192,23133,17.01466782,46.1278512,-123.927441,3,6294.0,2.526215443279314
47670,"Princeton, IN 47670, USA",12140,39.5,45915,23971,12.42174629,38.3544747,-87.5593613,10,12064.0,2.0142572944297084
43050,"Mt Vernon, OH 43050, USA",28612,41.9,42576,23495,16.33230812,40.3521894,-82.5185837,11,27635.0,3.3580604306133526
39097,"Louise, MS 39097, USA",495,58,26838,17399,34.94949495,33.0100039,-90.5825359,0,554.0,7.03971119133574
93925,"Chualar, CA 93925, USA",1708,32.5,70909,23642,7.142857143,36.5999881,-121.3770336,0,1913.0,2.7182435964453737
33029,"Hollywood, FL 33029, USA",47086,36.6,88264,30976,3.32370556,25.9839048,-80.4326521,14,48169.0,3.439971766073616
74066,"Sapulpa, OK 74066, USA",31116,38.9,44675,22844,13.51716159,35.9980959,-96.1314928,13,32474.0,1.4842643345445587
85553,"Tonto Basin, AZ 85553, USA",1441,64.6,36442,28245,16.93268563,33.8102795,-111.2368084,0,1683.0,3.0897207367795603
7718,"Belford, NJ 07718, USA",6143,40.5,87398,36267,6.82077161,29.091596,-98.8632494,6,,
74456,"Preston, OK 74456, USA",231,30.6,27750,16345,23.37662338,35.7124995,-95.9918507,2,223.0,3.1390134529147984
32187,"San Mateo, FL 32187, USA",1996,46.5,30300,18933,15.88176353,29.5775097,-81.5486728,0,1654.0,1.6928657799274487
59529,"Hogeland, MT 59529, USA",143,57.2,115938,70966,1.398601399,48.7645002,-108.7498486,0,188.0,0.0
45646,"Latham, OH 45646, USA",361,41.3,82604,28220,7.202216066,39.0791318,-83.3468784,0,205.0,6.341463414634147
6801,"Bethel, CT 06801, USA",18911,40.9,85884,38941,3.870763048,47.3810193,-92.6428514,0,,
1585,"West Brookfield, MA 01585, USA",4646,45.7,62667,31262,10.03013345,36.8349426,-87.7038181,0,,
72036,"Cotton Plant, AR 72036, USA",757,47,22361,13850,26.68428005,35.0101733,-91.2698475,0,680.0,3.9705882352941178
8540,"Princeton, NJ 08540, USA",47316,37.5,125439,61810,4.161383042,39.8517785,-106.8455943,0,,
25111,"Indore, WV 25111, USA",723,43.4,36417,15064,32.08852006,38.3920732,-81.1526976,0,588.0,3.9115646258503403
65243,"Clark, MO 65243, USA",3176,29.3,55885,16802,25.15743073,39.2809755,-92.3427191,1,2585.0,4.564796905222437
14411,"Albion, NY 14411, USA",14257,39.9,42967,18461,13.60735078,43.2229834,-78.2476146,5,14237.0,2.3600477628713916
62449,"Oblong, IL 62449, USA",2971,41.5,46765,25332,8.347357792,39.0104562,-87.8942451,3,3058.0,1.8639633747547417
35956,"Boaz, AL 35956, USA",8716,40,46844,19615,12.32216613,34.1586286,-86.1141045,11,9276.0,2.3717119448037947
82934,"Granger, WY 82934, USA",239,33.1,32450,13016,7.112970711,41.5937675,-109.9973244,0,303.0,6.600660066006601
12789,"Woodridge, NY 12789, USA",1887,37.5,51827,23318,10.81081081,41.6918858,-74.5814773,4,2174.0,5.289788408463662
59087,"Winnett, MT 59087, USA",506,48.3,41250,22816,10.27667984,47.0113803,-108.2242196,0,393.0,3.5623409669211195
28226,"Charlotte, NC 28226, USA",37412,41.1,68291,48777,6.388324602,35.1173473,-80.7990185,113,38452.0,2.197544991157807
15018,"Buena Vista, PA 15018, USA",668,44.1,50588,20773,13.32335329,40.286781,-79.7876449,15,892.0,5.7174887892376685
78351,"Driscoll, TX 78351, USA",564,37,36985,16011,20.74468085,27.6654382,-97.7538935,0,391.0,0.0
99506,"Joint Base Elmendorf-Richardson, AK 99506, USA",7499,22,60753,19565,4.867315642,61.2744031,-149.7871533,10,7255.0,0.6891798759476223
28208,"Charlotte, NC 28208, USA",34474,32.9,28435,14056,31.94001276,35.212973,-80.9097127,99,37678.0,8.116142045756144
95246,"Mountain Ranch, CA 95246, USA",1207,52.8,47379,29646,5.21955261,38.2449553,-120.5048792,0,1001.0,6.393606393606394
63014,"Berger, MO 63014, USA",467,48.4,32188,19712,22.48394004,38.6662286,-91.3469247,1,827.0,1.2091898428053205
6422,"Durham, CT 06422, USA",7380,42.5,124179,47679,0.93495935,40.1936997,-105.8514972,1,,
46312,"East Chicago, IN 46312, USA",29584,29.8,27583,13497,35.46849648,41.6428269,-87.4504888,51,28728.0,5.701754385964913
60091,"Wilmette, IL 60091, USA",27268,43.8,129551,67089,2.977849494,42.0805743,-87.7320368,151,27335.0,1.9206145966709347
58503,"Bismarck, ND 58503, USA",27196,37.3,81341,38377,4.416090602,46.8871785,-100.7209975,17,31999.0,0.6343948248382763
14715,"Bolivar, NY 14715, USA",2763,40.2,45030,22257,15.63517915,42.0765655,-78.1792434,2,2913.0,5.115001716443529
97721,"Princeton, OR 97721, USA",610,30.7,27321,11412,50.98360656,42.58252,-118.521529,0,326.0,0.3067484662576687
49098,"Watervliet, MI 49098, USA",6388,37,42237,18480,21.08641202,42.1549524,-86.2361744,5,6042.0,3.3101621979476996
10303,"Staten Island, NY 10303, USA",24537,31.1,51537,22077,21.82825936,40.6311444,-74.1739057,174,25804.0,1.9764377615873507
76950,"Sonora, TX 76950, USA",4069,35.5,53500,27732,7.176210371,30.3776869,-100.5296115,0,3915.0,2.9118773946360155
72315,"Blytheville, AR 72315, USA",24120,34.4,37044,19837,23.58623549,35.8933774,-89.9066314,15,22683.0,4.19697570868051
67839,"Dighton, KS 67839, USA",1251,46.8,49773,30282,9.67226219,38.4456222,-100.3497895,0,1340.0,0.9701492537313433
18237,"McAdoo, PA 18237, USA",3848,39.1,42140,20172,11.9022869,40.8888417,-75.9985693,13,3353.0,6.680584551148225
3276,"Tilton, NH 03276, USA",8394,41.9,58449,25690,13.17607815,32.2819566,-93.785344,2,,
94040,"Mountain View, CA 94040, USA",33852,35.7,99375,54558,8.599196502,37.3785351,-122.086585,102,35470.0,2.475331265858472
24281,"Rose Hill, VA 24281, USA",2691,37.6,22902,15557,37.08658491,36.6591508,-83.3148018,2,2674.0,3.3283470456245325
23055,"Fork Union, VA 23055, USA",936,48,59648,21737,1.388888889,37.7788311,-78.2362225,1,935.0,8.556149732620321
52315,"Newhall, IA 52315, USA",958,42.4,61750,27831,1.461377871,42.0012884,-92.0077316,2,1255.0,1.5139442231075697
61062,"Pearl City, IL 61062, USA",1964,40.7,60000,26087,9.266802444,42.2755343,-89.8130356,1,1766.0,1.6421291053227633
83122,"Grover, WY 83122, USA",469,36.1,83333,28556,0,42.8218259,-110.9566245,0,740.0,0.0
40060,"Raywick, KY 40060, USA",1115,44.2,40813,18390,14.08071749,37.5302785,-85.4581859,0,1032.0,4.166666666666667
8859,"Parlin, NJ 08859, USA",21594,38.9,79835,35353,6.075761786,42.6960673,26.4123787,22,,
31771,"Norman Park, GA 31771, USA",6207,32.9,33524,17690,20.62187852,31.2664145,-83.6561215,0,6580.0,2.765957446808511
60565,"Naperville, IL 60565, USA",40864,40.8,113581,45408,3.57527408,41.7353591,-88.1193763,129,40717.0,2.5321118942947662
45036,"Lebanon, OH 45036, USA",38476,36.9,68633,27591,7.74768687,39.445842,-84.2067992,23,39109.0,1.9637423610933544
40769,"Williamsburg, KY 40769, USA",18135,36.9,27221,14298,27.19602978,36.7434075,-84.1598641,7,17999.0,2.6834824156897605
54979,"Van Dyne, WI 54979, USA",1400,42.9,65313,26566,1.714285714,43.867169,-88.5081765,3,1338.0,1.5695067264573992
72401,"Jonesboro, AR 72401, USA",55197,31.6,34819,20130,26.8456619,35.8916172,-90.658333,28,57220.0,3.4760573226144706
50002,"Adair, IA 50002, USA",1338,41.3,40550,23974,15.3961136,41.5283965,-94.6243751,2,1443.0,3.3957033957033955
85606,"Cochise, AZ 85606, USA",1426,53.4,27406,17731,25.2454418,32.054524,-109.9020509,0,1183.0,3.1276415891800506
44147,"Broadview Heights, OH 44147, USA",19331,42.1,76021,37217,6.533547152,41.33031,-81.6802054,63,19345.0,1.4990953734815198
48386,"White Lake, MI 48386, USA",18081,42.9,74321,33301,6.448758365,42.6489461,-83.4750241,29,17566.0,2.7780940453148126
8854,"Piscataway Township, NJ 08854, USA",56874,33.2,91164,32262,4.970636846,33.8528941,-109.1824567,0,,
49411,"Free Soil, MI 49411, USA",1523,47.1,44450,25531,13.59159554,44.0925394,-86.2767995,0,1554.0,3.9253539253539254
1469,"Townsend, MA 01469, USA",7044,40.4,78985,34037,4.997160704,37.3032872,-82.6466401,2,,
85250,"Scottsdale, AZ 85250, USA",16653,48.6,59358,39968,7.788386477,33.5243639,-111.8985922,102,17711.0,2.3996386426514595
48416,"Brown City, MI 48416, USA",4986,38.6,43397,20143,14.64099479,43.2102347,-82.9716617,4,5018.0,3.4874451972897567
12156,"Schodack Landing, NY 12156, USA",933,40.5,64107,31616,12.96891747,42.4798662,-73.7360175,9,1068.0,5.52434456928839
7082,"Towaco, NJ 07082, USA",5107,45.9,129432,59216,3.309183474,47.9623949,-92.8937893,0,,
16665,"Newry, PA 16665, USA",291,43.3,27188,19095,19.24398625,40.3922417,-78.4346936,23,348.0,1.4367816091954022
30564,"Murrayville, GA 30564, USA",3714,40.5,64213,23422,9.71997846,34.4762579,-83.8579053,6,3114.0,2.151573538856776
52362,"Wyoming, IA 52362, USA",670,49.1,38359,27973,3.582089552,42.0540378,-91.0011902,3,902.0,0.9977827050997783
47591,"Vincennes, IN 47591, USA",26995,37.1,40815,20681,14.11002037,38.605823,-87.5198011,11,25935.0,2.949681897050318
47967,"New Richmond, IN 47967, USA",924,35.5,53462,19191,9.632034632,40.1779663,-86.9924358,1,633.0,1.4218009478672986
41564,"Sidney, KY 41564, USA",1312,34.3,41806,16302,19.89329268,37.6143052,-82.3560389,0,957.0,3.9707419017763845
65332,"Green Ridge, MO 65332, USA",1656,40.3,40511,18929,14.00966184,38.6247363,-93.3993751,1,1274.0,2.2762951334379906
71353,"Melville, LA 71353, USA",1646,43.4,26719,19660,36.39125152,30.68885,-91.7441475,1,1826.0,1.1500547645125958
54733,"Dallas, WI 54733, USA",1305,41.3,50809,23292,10.57471264,45.2653649,-91.8695542,3,1291.0,1.7815646785437644
73771,"Wakita, OK 73771, USA",450,48.9,45536,27035,6.888888889,36.9049895,-97.9157099,1,392.0,1.530612244897959
98358,"Nordland, WA 98358, USA",1237,51.6,51146,28010,6.224737268,48.055251,-122.6957073,4,1084.0,0.0
51433,"Auburn, IA 51433, USA",582,48.3,47500,22422,6.013745704,42.2708877,-94.8728093,0,450.0,2.0
54524,"Fifield, WI 54524, USA",743,44.7,43047,24178,18.43876178,45.8462439,-90.4054861,0,727.0,1.2379642365887207
11385,"Ridgewood, NY 11385, USA",99379,35,50799,23272,18.03298484,40.6980708,-73.8948295,199,106598.0,3.0169421565132555
90003,"Los Angeles, CA 90003, USA",66200,26.2,29686,9963,39.02114804,33.9657994,-118.2731269,114,70490.0,5.440488012484041
45328,"Gettysburg, OH 45328, USA",692,30.4,43750,14939,28.03468208,40.1124889,-84.4940315,3,622.0,4.823151125401929
30268,"Palmetto, GA 30268, USA",9736,32.7,47421,22939,12.48972884,33.5272883,-84.7106567,1,10425.0,5.074340527577938
97875,"Stanfield, OR 97875, USA",2707,36,55478,22277,11.89508681,45.8063701,-119.1698118,1,3113.0,4.529392868615483
